Joint,Tc,Bv,Vs,RMSE,MAE,R2
1,9.614033740687162,17.528044285313488,0.00023591424524409342,2.60186901255079,1.959900541220097,0.9817986398609738
2,14.623171640933847,6.843799436378241,0.00024257562998324477,7.900408196400499,6.018097290666798,0.8254931615969494
3,7.5121974693133415,4.970058677456162,0.01157897590840762,2.7247387349343706,2.1011379248495765,0.9288900409883147
5,2.9826516154241287,1.940641242257193,0.006756211238808613,0.9079532459765122,0.6553409489032889,0.9465658928362922
