timestamp,m_t_2,jts2,v2,q2,time_seconds,velocity
13:22:35.964047,-0.01464,0.337786225463327,0.0,0.0003433227539062,0.0,
13:22:35.969055,-0.01464,0.337786225463327,0.0,0.0003433227539062,0.005008,0.0
13:22:35.974084,-0.01464,0.337786225463327,0.0,0.0003433227539062,0.010037,0.0
13:22:35.979093,-0.01464,0.337786225463327,0.0,0.0003433227539062,0.015046,0.0
13:22:35.984097,-0.01464,0.337786225463327,0.0,0.0003433227539062,0.02005,0.0
13:22:35.989290,-0.0183,0.337786225463327,0.0,-0.0003433227539062,0.025243,-0.13222520851384548
13:22:35.994216,-0.0183,0.337786225463327,0.0,-0.0003433227539062,0.030169,0.0
13:22:35.999254,-0.0183,0.337786225463327,0.0,-0.0003433227539062,0.035207,0.0
13:22:36.004111,-0.0183,0.337786225463327,0.0,-0.0003433227539062,0.040064,0.0
13:22:36.009120,-0.0183,0.337786225463327,0.0,-0.0003433227539062,0.045073,0.0
13:22:36.014049,-0.0183,0.337786225463327,0.0,-0.0003433227539062,0.050002,0.0
13:22:36.019069,-0.0183,0.337786225463327,0.0,-0.0003433227539062,0.055022,0.0
13:22:36.024513,-0.01098,0.337786225463327,0.0,0.0006866455078125,0.060466,0.18919328833921759
13:22:36.029379,-0.01098,0.337786225463327,0.0,0.0006866455078125,0.065332,0.0
13:22:36.034130,-0.01098,0.337786225463327,0.0,0.0006866455078125,0.070083,0.0
13:22:36.039384,-0.01098,0.337786225463327,0.0,0.0006866455078125,0.075337,0.0
13:22:36.044296,-0.01098,0.337786225463327,0.0,0.0006866455078125,0.080249,0.0
13:22:36.049394,-0.01098,0.337786225463327,0.0,0.0006866455078125,0.085347,0.0
13:22:36.055649,0.00549,0.270647553588327,0.066,0.0010299682617187,0.091602,0.0548877304406395
13:22:36.059061,0.00549,0.270647553588327,0.066,0.0010299682617187,0.095014,0.0
13:22:36.064045,0.00549,0.270647553588327,0.066,0.0010299682617187,0.099998,0.0
13:22:36.069090,0.00549,0.270647553588327,0.066,0.0010299682617187,0.105043,0.0
13:22:36.074127,0.00549,0.270647553588327,0.066,0.0010299682617187,0.11008,0.0
13:22:36.079069,0.00549,0.270647553588327,0.066,0.0010299682617187,0.115022,0.0
13:22:36.084072,0.00549,0.270647553588327,0.066,0.0010299682617187,0.120025,0.0
13:22:36.089063,0.05856,-0.535993071411673,0.378,0.0089263916015625,0.125016,1.5821325064804306
13:22:36.094055,0.05856,-0.535993071411673,0.378,0.0089263916015625,0.130008,0.0
13:22:36.099043,0.05856,-0.535993071411673,0.378,0.0089263916015625,0.134996,0.0
13:22:36.104102,0.05856,-0.535993071411673,0.378,0.0089263916015625,0.140055,0.0
13:22:36.109087,0.05856,-0.535993071411673,0.378,0.0089263916015625,0.14504,0.0
13:22:36.114062,0.05856,-0.535993071411673,0.378,0.0089263916015625,0.150015,0.0
13:22:36.119692,0.11712,-2.082379790161673,1.062,0.0284957885742187,0.155645,3.475914204734674
