timestamp,m_t_3,jts3,v3,q3,time_seconds,acceleration
13:13:15.099129,-0.00642,-0.0001501263199397,0.1379999999999999,-0.00274658203125,0.0,
13:13:15.104060,-0.00642,-0.0001501263199397,0.1379999999999999,-0.00274658203125,0.004931,0.0
13:13:15.109011,-0.00642,-0.0001501263199397,0.1379999999999999,-0.00274658203125,0.009882,0.0
13:13:15.114038,-0.00642,-0.0001501263199397,0.1379999999999999,-0.00274658203125,0.014909,0.0
13:13:15.119071,-0.00642,-0.0001501263199397,0.1379999999999999,-0.00274658203125,0.019942,0.0
13:13:15.124073,-0.00642,-0.0001501263199397,0.1379999999999999,-0.00274658203125,0.024944,0.0
13:13:15.129140,-0.00749,-0.0001501263199397,-0.054,-0.0,0.030011,-37.892243931320294
13:13:15.134006,-0.00749,-0.0111059368668147,-0.054,-0.0,0.034877,0.0
13:13:15.139045,-0.00749,-0.0111059368668147,-0.054,-0.0,0.039916,0.0
13:13:15.144064,-0.00749,-0.0111059368668147,-0.054,-0.0,0.044935,0.0
13:13:15.149062,-0.00749,-0.0111059368668147,-0.054,-0.0,0.049933,0.0
13:13:15.154062,-0.00749,-0.0111059368668147,-0.054,-0.0,0.054933,0.0
13:13:15.159065,-0.00749,-0.0111059368668147,-0.054,-0.0,0.059936,0.0
13:13:15.164071,-0.00642,-0.0001501263199397,-0.162,-0.0,0.064942,-21.574111066719954
13:13:15.169066,-0.00642,-0.0001501263199397,-0.162,-0.0,0.069937,0.0
13:13:15.174059,-0.00642,-0.0001501263199397,-0.162,-0.0,0.07493,0.0
13:13:15.179019,-0.00642,-0.0001501263199397,-0.162,-0.0,0.07989,0.0
13:13:15.184053,-0.00642,-0.0001501263199397,-0.162,-0.0,0.084924,0.0
13:13:15.189064,-0.00642,-0.0001501263199397,-0.162,-0.0,0.089935,0.0
13:13:15.194156,-0.00642,-0.0001501263199397,-0.162,-0.0,0.095027,0.0
13:13:15.199071,-0.0,-0.0001501263199397,-0.0,-0.0020599365234375,0.099942,32.96032553407933
13:13:15.204344,-0.0,-0.0001501263199397,-0.0,-0.0020599365234375,0.105215,0.0
13:13:15.209269,-0.0,-0.0001501263199397,-0.0,-0.0020599365234375,0.11014,0.0
13:13:15.214216,-0.0,-0.0001501263199397,-0.0,-0.0020599365234375,0.115087,0.0
