timestamp,m_t_1,m_t_2,m_t_3,m_t_4,m_t_5,m_t_6,jts1,jts2,jts3,jts4,jts5,jts6,v1,v2,v3,v4,v5,v6,q1,q2,q3,q4,q5,q6
16:48:47.899894,0.03477,-0.04941,-0.0,0.00767,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.13486661427909175,0.02273807277990514,-0.0,0.0,0.13799999999999998,-0.0,-0.011999999999999999,-0.005999999999999999,0.00583648681640625,-0.00823974609375,0.0130462646484375,0.0102996826171875,0.0102996826171875,0.007553100585937499
16:48:47.904636,0.03477,-0.04941,-0.0,0.00767,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.13486661427909175,0.02273807277990514,-0.0,0.0,0.13799999999999998,-0.0,-0.011999999999999999,-0.005999999999999999,0.00583648681640625,-0.00823974609375,0.0130462646484375,0.0102996826171875,0.0102996826171875,0.007553100585937499
16:48:47.909903,0.03477,-0.04941,-0.0,0.00767,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.13486661427909175,0.02273807277990514,-0.0,0.0,0.13799999999999998,-0.0,-0.011999999999999999,-0.005999999999999999,0.00583648681640625,-0.00823974609375,0.0130462646484375,0.0102996826171875,0.0102996826171875,0.007553100585937499
16:48:47.914605,0.03477,-0.04941,-0.0,0.00767,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.13486661427909175,0.02273807277990514,-0.0,0.0,0.13799999999999998,-0.0,-0.011999999999999999,-0.005999999999999999,0.00583648681640625,-0.00823974609375,0.0130462646484375,0.0102996826171875,0.0102996826171875,0.007553100585937499
16:48:47.919573,0.03477,-0.04941,-0.0,0.00767,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.13486661427909175,0.02273807277990514,-0.0,0.0,0.13799999999999998,-0.0,-0.011999999999999999,-0.005999999999999999,0.00583648681640625,-0.00823974609375,0.0130462646484375,0.0102996826171875,0.0102996826171875,0.007553100585937499
16:48:47.924581,0.03477,-0.04941,-0.0,0.00767,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.13486661427909175,0.02273807277990514,-0.0,0.0,0.13799999999999998,-0.0,-0.011999999999999999,-0.005999999999999999,0.00583648681640625,-0.00823974609375,0.0130462646484375,0.0102996826171875,0.0102996826171875,0.007553100585937499
16:48:47.930596,0.03477,-0.04941,-0.0,0.0059,0.00354,0.02242,-0.133442263127872,0.007090462896542249,-0.002737104626451048,0.0005451222662416711,-0.14527310841971675,0.0028406118424051385,-0.0,0.0,-0.0,0.011999999999999999,-0.005999999999999999,0.023999999999999997,0.00514984130859375,-0.006866455078125,0.009613037109375,0.0102996826171875,0.010986328125,0.00823974609375
16:48:47.934569,0.03477,-0.04941,-0.0,0.0059,0.00354,0.02242,-0.133442263127872,0.007090462896542249,-0.002737104626451048,0.0005451222662416711,-0.14527310841971675,0.0028406118424051385,-0.0,0.0,-0.0,0.011999999999999999,-0.005999999999999999,0.023999999999999997,0.00514984130859375,-0.006866455078125,0.009613037109375,0.0102996826171875,0.010986328125,0.00823974609375
16:48:47.939570,0.03477,-0.04941,-0.0,0.0059,0.00354,0.02242,-0.133442263127872,0.007090462896542249,-0.002737104626451048,0.0005451222662416711,-0.14527310841971675,0.0028406118424051385,-0.0,0.0,-0.0,0.011999999999999999,-0.005999999999999999,0.023999999999999997,0.00514984130859375,-0.006866455078125,0.009613037109375,0.0102996826171875,0.010986328125,0.00823974609375
16:48:47.944600,0.03477,-0.04941,-0.0,0.0059,0.00354,0.02242,-0.133442263127872,0.007090462896542249,-0.002737104626451048,0.0005451222662416711,-0.14527310841971675,0.0028406118424051385,-0.0,0.0,-0.0,0.011999999999999999,-0.005999999999999999,0.023999999999999997,0.00514984130859375,-0.006866455078125,0.009613037109375,0.0102996826171875,0.010986328125,0.00823974609375
16:48:47.949589,0.03477,-0.04941,-0.0,0.0059,0.00354,0.02242,-0.133442263127872,0.007090462896542249,-0.002737104626451048,0.0005451222662416711,-0.14527310841971675,0.0028406118424051385,-0.0,0.0,-0.0,0.011999999999999999,-0.005999999999999999,0.023999999999999997,0.00514984130859375,-0.006866455078125,0.009613037109375,0.0102996826171875,0.010986328125,0.00823974609375
16:48:47.954586,0.03477,-0.04941,-0.0,0.0059,0.00354,0.02242,-0.133442263127872,0.007090462896542249,-0.002737104626451048,0.0005451222662416711,-0.14527310841971675,0.0028406118424051385,-0.0,0.0,-0.0,0.011999999999999999,-0.005999999999999999,0.023999999999999997,0.00514984130859375,-0.006866455078125,0.009613037109375,0.0102996826171875,0.010986328125,0.00823974609375
16:48:47.959719,0.03477,-0.04941,-0.0,0.0059,0.00354,0.02242,-0.133442263127872,0.007090462896542249,-0.002737104626451048,0.0005451222662416711,-0.14527310841971675,0.0028406118424051385,-0.0,0.0,-0.0,0.011999999999999999,-0.005999999999999999,0.023999999999999997,0.00514984130859375,-0.006866455078125,0.009613037109375,0.0102996826171875,0.010986328125,0.00823974609375
16:48:47.964562,0.03477,-0.040260000000000004,-0.0,0.006489999999999999,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.10367764943534175,0.04263553371740514,-0.005999999999999999,0.005999999999999999,-0.162,-0.005999999999999999,0.005999999999999999,-0.0,0.0061798095703125,-0.00652313232421875,0.0048065185546875,0.009613037109375,0.0116729736328125,0.00823974609375
16:48:47.969567,0.03477,-0.040260000000000004,-0.0,0.006489999999999999,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.10367764943534175,0.04263553371740514,-0.005999999999999999,0.005999999999999999,-0.162,-0.005999999999999999,0.005999999999999999,-0.0,0.0061798095703125,-0.00652313232421875,0.0048065185546875,0.009613037109375,0.0116729736328125,0.00823974609375
16:48:47.974739,0.03477,-0.040260000000000004,-0.0,0.006489999999999999,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.10367764943534175,0.04263553371740514,-0.005999999999999999,0.005999999999999999,-0.162,-0.005999999999999999,0.005999999999999999,-0.0,0.0061798095703125,-0.00652313232421875,0.0048065185546875,0.009613037109375,0.0116729736328125,0.00823974609375
16:48:47.979727,0.03477,-0.040260000000000004,-0.0,0.006489999999999999,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.10367764943534175,0.04263553371740514,-0.005999999999999999,0.005999999999999999,-0.162,-0.005999999999999999,0.005999999999999999,-0.0,0.0061798095703125,-0.00652313232421875,0.0048065185546875,0.009613037109375,0.0116729736328125,0.00823974609375
16:48:47.984569,0.03477,-0.040260000000000004,-0.0,0.006489999999999999,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.10367764943534175,0.04263553371740514,-0.005999999999999999,0.005999999999999999,-0.162,-0.005999999999999999,0.005999999999999999,-0.0,0.0061798095703125,-0.00652313232421875,0.0048065185546875,0.009613037109375,0.0116729736328125,0.00823974609375
16:48:47.989578,0.03477,-0.040260000000000004,-0.0,0.006489999999999999,0.004719999999999999,0.02242,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.10367764943534175,0.04263553371740514,-0.005999999999999999,0.005999999999999999,-0.162,-0.005999999999999999,0.005999999999999999,-0.0,0.0061798095703125,-0.00652313232421875,0.0048065185546875,0.009613037109375,0.0116729736328125,0.00823974609375
16:48:47.995093,0.03294,-0.00732,-0.0,0.00708,0.00354,0.02183,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.10367764943534175,0.04263553371740514,-0.0,0.036,0.03,-0.0,-0.0,0.023999999999999997,0.0061798095703125,-0.00652313232421875,0.0020599365234375,0.012359619140625,0.0102996826171875,0.0061798095703125
16:48:47.999572,0.03294,-0.00732,-0.0,0.00708,0.00354,0.02183,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.12446012013846675,0.03268680324865514,-0.0,0.036,0.03,-0.0,-0.0,0.023999999999999997,0.0061798095703125,-0.00652313232421875,0.0020599365234375,0.012359619140625,0.0102996826171875,0.0061798095703125
16:48:48.004614,0.03294,-0.00732,-0.0,0.00708,0.00354,0.02183,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.12446012013846675,0.03268680324865514,-0.0,0.036,0.03,-0.0,-0.0,0.023999999999999997,0.0061798095703125,-0.00652313232421875,0.0020599365234375,0.012359619140625,0.0102996826171875,0.0061798095703125
16:48:48.009681,0.03294,-0.00732,-0.0,0.00708,0.00354,0.02183,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.12446012013846675,0.03268680324865514,-0.0,0.036,0.03,-0.0,-0.0,0.023999999999999997,0.0061798095703125,-0.00652313232421875,0.0020599365234375,0.012359619140625,0.0102996826171875,0.0061798095703125
16:48:48.014577,0.03294,-0.00732,-0.0,0.00708,0.00354,0.02183,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.12446012013846675,0.03268680324865514,-0.0,0.036,0.03,-0.0,-0.0,0.023999999999999997,0.0061798095703125,-0.00652313232421875,0.0020599365234375,0.012359619140625,0.0102996826171875,0.0061798095703125
16:48:48.019601,0.03294,-0.00732,-0.0,0.00708,0.00354,0.02183,-0.133442263127872,0.007090462896542249,-0.008215009899888548,0.0005451222662416711,-0.12446012013846675,0.03268680324865514,-0.0,0.036,0.03,-0.0,-0.0,0.023999999999999997,0.0061798095703125,-0.00652313232421875,0.0020599365234375,0.012359619140625,0.0102996826171875,0.0061798095703125
