timestamp,m_t_1,m_t_2,m_t_3,m_t_4,m_t_5,m_t_6,jts1,jts2,jts3,jts4,jts5,jts6,v1,v2,v3,v4,v5,v6,q1,q2,q3,q4,q5,q6,time_sec,a1,a2,a3,a4,a5
2026-06-05 14:46:55.892351,0.0183,-0.00732,-0.0,0.00295,-0.00295,-0.0005899999999999,-0.0027044301721907,0.0425143358588449,0.0136194659397745,0.0014990616422271,0.0377920106440072,0.009223859248939,-0.0,0.0059999999999999,-0.084,-0.0,0.0059999999999999,0.018,0.0017166137695312,0.0,0.0048065185546875,-0.0,0.0020599365234375,-0.00274658203125,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.897463,0.0183,-0.00732,-0.0,0.00295,-0.00295,-0.0005899999999999,-0.0027044301721907,0.0425143358588449,0.0136194659397745,0.0014990616422271,0.0377920106440072,0.039070050655189,-0.0,0.0059999999999999,-0.084,-0.0,0.0059999999999999,0.018,0.0017166137695312,0.0,0.0048065185546875,-0.0,0.0020599365234375,-0.00274658203125,0.005112,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.902346,0.0183,-0.00732,-0.0,0.00295,-0.00295,-0.0005899999999999,-0.0027044301721907,0.0425143358588449,0.0136194659397745,0.0014990616422271,0.0377920106440072,0.039070050655189,-0.0,0.0059999999999999,-0.084,-0.0,0.0059999999999999,0.018,0.0017166137695312,0.0,0.0048065185546875,-0.0,0.0020599365234375,-0.00274658203125,0.009995,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.907205,0.0183,-0.00732,-0.0,0.00295,-0.00295,-0.0005899999999999,-0.0027044301721907,0.0425143358588449,0.0136194659397745,0.0014990616422271,0.0377920106440072,0.039070050655189,-0.0,0.0059999999999999,-0.084,-0.0,0.0059999999999999,0.018,0.0017166137695312,0.0,0.0048065185546875,-0.0,0.0020599365234375,-0.00274658203125,0.014854,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.912472,0.0183,-0.00732,-0.0,0.00295,-0.00295,-0.0005899999999999,-0.0027044301721907,0.0425143358588449,0.0136194659397745,0.0014990616422271,0.0377920106440072,0.039070050655189,-0.0,0.0059999999999999,-0.084,-0.0,0.0059999999999999,0.018,0.0017166137695312,0.0,0.0048065185546875,-0.0,0.0020599365234375,-0.00274658203125,0.020121,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.917306,0.0183,-0.00732,-0.0,0.00295,-0.00295,-0.0005899999999999,-0.0027044301721907,0.0425143358588449,0.0136194659397745,0.0014990616422271,0.0377920106440072,0.039070050655189,-0.0,0.0059999999999999,-0.084,-0.0,0.0059999999999999,0.018,0.0017166137695312,0.0,0.0048065185546875,-0.0,0.0020599365234375,-0.00274658203125,0.024955,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.922352,0.0183,-0.00732,-0.0,0.00295,-0.00295,-0.0005899999999999,-0.0027044301721907,0.0425143358588449,0.0136194659397745,0.0014990616422271,0.0377920106440072,0.039070050655189,-0.0,0.0059999999999999,-0.084,-0.0,0.0059999999999999,0.018,0.0017166137695312,0.0,0.0048065185546875,-0.0,0.0020599365234375,-0.00274658203125,0.030001,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.927280,0.01647,-0.00915,-0.00107,0.0023599999999999,-0.00295,-0.0011799999999999,-0.0027044301721907,0.0425143358588449,0.0026636553928995,0.0014990616422271,0.0377920106440072,0.029121320186439,0.0059999999999999,0.0,0.1379999999999999,0.0059999999999999,0.0059999999999999,-0.0,0.0020599365234375,0.0003433227539062,0.0048065185546875,0.001373291015625,0.00274658203125,-0.00274658203125,0.034929,1.2175324675324468,-1.2175324675324468,45.04870129870127,1.2175324675324468,0.0
2026-06-05 14:46:55.932335,0.01647,-0.00915,-0.00107,0.0023599999999999,-0.00295,-0.0011799999999999,-0.0027044301721907,0.0425143358588449,0.0026636553928995,0.0014990616422271,0.0377920106440072,0.029121320186439,0.0059999999999999,0.0,0.1379999999999999,0.0059999999999999,0.0059999999999999,-0.0,0.0020599365234375,0.0003433227539062,0.0048065185546875,0.001373291015625,0.00274658203125,-0.00274658203125,0.039984,0.0,0.0,0.0,0.0,0.0
2026-06-05 14:46:55.937293,0.01647,-0.00915,-0.00107,0.0023599999999999,-0.00295,-0.0011799999999999,-0.0027044301721907,0.0425143358588449,0.0026636553928995,0.0014990616422271,0.0377920106440072,0.029121320186439,0.0059999999999999,0.0,0.1379999999999999,0.0059999999999999,0.0059999999999999,-0.0,0.0020599365234375,0.0003433227539062,0.0048065185546875,0.001373291015625,0.00274658203125,-0.00274658203125,0.044942,0.0,0.0,0.0,0.0,0.0
