m_t_1,jts1,v1,q1,acceleration
0.0183,0.5210549630110748,-0.0,0.0006866455078125,
0.0183,0.5210549630110748,-0.0,0.0006866455078125,0.0
0.01647,0.5536477364485748,-0.0,0.0006866455078125,0.0
0.01647,0.5210549630110748,0.0059999999999999,-0.0003433227539062,1.171874999999981
0.01647,0.5210549630110748,0.0059999999999999,-0.0003433227539062,0.0
0.02379,0.5863625801985748,-0.0,0.0003433227539062,-1.1956954962136124
0.02379,0.5863625801985748,-0.0,0.0003433227539062,0.0
0.04392,0.5210549630110748,0.132,0.001373291015625,26.19047619047625
0.04392,0.5210549630110748,0.132,0.001373291015625,0.0
0.08784,0.5210549630110748,0.666,0.0140762329101562,99.0356083086052
0.08784,0.5210549630110748,0.666,0.0140762329101562,0.0
0.12261,0.5210549630110748,1.314,0.0490951538085937,128.03793716656762
0.12261,0.5210549630110748,1.314,0.0490951538085937,0.0
0.13359,0.5210549630110748,2.538,0.11810302734375,244.2626222310921
0.13359,0.3905617989485748,2.538,0.11810302734375,0.0
0.14823,0.1295754708235748,3.63,0.2221298217773437,216.194812908335
0.14823,0.1295754708235748,3.63,0.2221298217773437,0.0
0.13542,0.4231545723860748,4.674,0.3690719604492187,220.0210748155955
0.13542,0.4231545723860748,4.674,0.3690719604492187,0.0
0.15189,0.5210549630110748,5.67,0.54931640625,187.6766534765401
0.15189,0.5210549630110748,5.67,0.54931640625,0.0
0.16287,0.3905617989485748,6.414,0.74432373046875,137.1681415929207
0.16287,0.3905617989485748,6.414,0.74432373046875,0.0
0.15189,0.0969826973860747,7.536,0.9774398803710938,225.66371681415785
0.15189,0.0969826973860747,7.536,0.9774398803710938,0.0
0.17019,0.3253762520735748,8.43,1.2328720092773438,179.8792756539225
0.17019,0.3253762520735748,8.43,1.2328720092773438,0.0
0.17202,0.3905617989485748,9.51,1.527099609375,216.4328657314632
0.17202,0.3905617989485748,9.51,1.527099609375,0.0
0.15372,0.3253762520735748,10.452,1.856689453125,189.8045536973607
0.15372,0.3253762520735748,10.452,1.856689453125,0.0
0.1647,0.4558694161360748,11.196,2.22747802734375,147.15189873417702
0.1647,0.4558694161360748,11.196,2.22747802734375,0.0
0.18483,-0.0009176932389252,12.156,2.6020431518554688,183.1711505437916
0.18483,-0.0009176932389252,12.156,2.6020431518554688,0.0
0.18849,0.5210549630110748,13.302,3.025360107421875,212.37954040029803
0.18849,0.5210549630110748,13.302,3.025360107421875,0.0
0.19215,-0.0009176932389252,14.345999999999998,3.476142883300781,208.50808867585425
0.19215,-0.0009176932389252,14.345999999999998,3.476142883300781,0.0
0.17934,-0.0009176932389252,15.3,3.963661193847656,174.66129622848567
0.17934,-0.0009176932389252,15.3,3.963661193847656,0.0
0.19215,-0.0661032401139252,16.242,4.488258361816406,187.7990430622002
0.19215,-0.0661032401139252,16.242,4.488258361816406,0.0
0.17934,0.1295754708235748,17.16,5.027275085449219,189.43458522492696
0.17934,0.1295754708235748,17.16,5.027275085449219,0.0
0.19581,-0.2944967948014252,18.24,5.6050872802734375,220.36319118547505
