m_t_1,jts1,v1,q1,velocity
0.0183,0.5210549630110748,-0.0,0.0006866455078125,
0.0183,0.5210549630110748,-0.0,0.0006866455078125,0.0
0.01647,0.5536477364485748,-0.0,0.0006866455078125,0.0
0.01647,0.5210549630110748,0.0059999999999999,-0.0003433227539062,-0.2011656761169336
0.01647,0.5210549630110748,0.0059999999999999,-0.0003433227539062,0.0
0.02379,0.5863625801985748,-0.0,0.0003433227539062,0.1368364901977682
0.02379,0.5863625801985748,-0.0,0.0003433227539062,0.0
0.04392,0.5210549630110748,0.132,0.001373291015625,0.2043587820870639
0.04392,0.5210549630110748,0.132,0.001373291015625,0.0
0.08784,0.5210549630110748,0.666,0.0140762329101562,2.355886849875961
0.08784,0.5210549630110748,0.666,0.0140762329101562,0.0
0.12261,0.5210549630110748,1.314,0.0490951538085937,6.919367891412256
0.12261,0.5210549630110748,1.314,0.0490951538085937,0.0
0.13359,0.5210549630110748,2.538,0.11810302734375,13.77127789566084
0.13359,0.3905617989485748,2.538,0.11810302734375,0.0
0.14823,0.1295754708235748,3.63,0.2221298217773437,20.5952869597295
0.14823,0.1295754708235748,3.63,0.2221298217773437,0.0
0.13542,0.4231545723860748,4.674,0.3690719604492187,30.96778475698104
0.13542,0.4231545723860748,4.674,0.3690719604492187,0.0
0.15189,0.5210549630110748,5.67,0.54931640625,33.963528509662915
0.15189,0.5210549630110748,5.67,0.54931640625,0.0
0.16287,0.3905617989485748,6.414,0.74432373046875,35.95267776894369
0.16287,0.3905617989485748,6.414,0.74432373046875,0.0
0.15189,0.0969826973860747,7.536,0.9774398803710938,46.88579040674623
0.15189,0.0969826973860747,7.536,0.9774398803710938,0.0
0.17019,0.3253762520735748,8.43,1.2328720092773438,51.394794548540936
0.17019,0.3253762520735748,8.43,1.2328720092773438,0.0
0.17202,0.3905617989485748,9.51,1.527099609375,58.963446913358034
0.17202,0.3905617989485748,9.51,1.527099609375,0.0
0.15372,0.3253762520735748,10.452,1.856689453125,66.40939829740083
0.15372,0.3253762520735748,10.452,1.856689453125,0.0
0.1647,0.4558694161360748,11.196,2.22747802734375,73.33634774896156
0.1647,0.4558694161360748,11.196,2.22747802734375,0.0
0.18483,-0.0009176932389252,12.156,2.6020431518554688,71.46825501082294
0.18483,-0.0009176932389252,12.156,2.6020431518554688,0.0
0.18849,0.5210549630110748,13.302,3.025360107421875,78.45014002342656
0.18849,0.5210549630110748,13.302,3.025360107421875,0.0
0.19215,-0.0009176932389252,14.345999999999998,3.476142883300781,90.03051245833979
0.19215,-0.0009176932389252,14.345999999999998,3.476142883300781,0.0
0.17934,-0.0009176932389252,15.3,3.963661193847656,89.25637322352033
0.17934,-0.0009176932389252,15.3,3.963661193847656,0.0
0.19215,-0.0661032401139252,16.242,4.488258361816406,104.58476235421617
0.19215,-0.0661032401139252,16.242,4.488258361816406,0.0
0.17934,0.1295754708235748,17.16,5.027275085449219,111.2292042164281
0.17934,0.1295754708235748,17.16,5.027275085449219,0.0
0.19581,-0.2944967948014252,18.24,5.6050872802734375,117.89679551606338
