m_t_5,jts5,v5,q5
0.02183,-5.084928800429177,-0.0059999999999999,-90.00274658203125
0.02242,-4.949735929335427,0.0059999999999999,-90.0054931640625
0.02183,-5.084928800429177,-0.0,-90.00205993652344
0.02242,-5.053709318007302,-0.03,-90.00617980957031
0.02242,-5.084928800429177,-0.0059999999999999,-90.00411987304688
0.02242,-5.032926847304177,0.018,-90.00411987304688
0.0236,-4.991331388319802,-0.0,-90.00617980957031
0.0241899999999999,-5.084928800429177,0.0119999999999999,-90.00343322753906
0.0247799999999999,-5.084928800429177,0.0059999999999999,-90.00343322753906
0.0253699999999999,-5.084928800429177,-0.018,-90.00411987304688
0.0236,-5.084928800429177,-0.0059999999999999,-90.00480651855469
0.0247799999999999,-5.084928800429177,0.0119999999999999,-90.00411987304688
0.0247799999999999,-5.084928800429177,-0.0059999999999999,-90.0054931640625
0.02301,-5.084928800429177,-0.0059999999999999,-90.0054931640625
0.0241899999999999,-5.084928800429177,0.0119999999999999,-90.00480651855469
0.0259599999999999,-5.074522306288552,0.0119999999999999,-90.00617980957031
0.02891,-5.084928800429177,0.0059999999999999,-90.00617980957031
0.0371699999999999,-5.012113859022927,0.054,-90.00617980957031
0.0483799999999999,-5.084928800429177,0.294,-89.99931335449219
0.06667,-5.084928800429177,0.648,-89.99038696289062
0.07906,-5.084928800429177,2.55,-89.94369506835938
0.0825999999999999,-5.084928800429177,3.786,-89.84413146972656
0.0843699999999999,-5.209715177382302,6.3,-89.68345642089844
0.0843699999999999,-5.095335294569802,7.998,-89.45274353027344
0.0802399999999999,-5.126524259413552,9.312,-89.18083190917969
0.08142,-5.136930753554177,10.014,-88.868408203125
0.0796499999999999,-5.105711271132302,10.272,-88.53263854980469
0.07847,-5.074522306288552,10.53,-88.18656921386719
0.08319,-5.084928800429177,11.124,-87.83157348632812
0.0890899999999999,-5.105711271132302,12.522,-87.44911193847656
0.08378,-5.105711271132302,13.944,-87.02201843261719
0.08378,-5.084928800429177,13.944,-87.02201843261719
0.08791,-5.032926847304177,14.861999999999998,-86.55166625976562
0.0820099999999999,-5.032926847304177,15.57,-86.07101440429688
0.0820099999999999,-5.084928800429177,15.57,-86.07101440429688
0.08378,-5.105711271132302,16.782,-85.53611755371094
0.0867299999999999,-5.043333341444802,17.916000000000004,-84.96070861816406
0.08791,-5.012113859022927,18.444,-84.36744689941406
0.08378,-5.084928800429177,19.416,-83.78791809082031
0.08732,-5.084928800429177,20.682,-83.14041137695312
0.0914499999999999,-5.084928800429177,21.414,-82.43934631347656
0.0902699999999999,-5.209715177382302,22.494,-81.72523498535156
0.08791,-5.012113859022927,23.526,-80.99052429199219
0.08614,-5.012113859022927,24.288,-80.22079467773438
0.08614,-5.032926847304177,24.288,-80.22079467773438
0.09322,-5.084928800429177,25.554,-79.40299987792969
0.08614,-4.928922941054177,26.508,-78.59619140625
0.08614,-5.032926847304177,27.726,-77.72071838378906
0.08555,-4.876920987929177,28.326,-76.81297302246094
0.0926299999999999,-5.095335294569802,29.148,-75.87364196777344
0.08732,-5.095335294569802,29.97,-74.93911743164062
0.08732,-4.856107999647927,29.97,-74.93911743164062
0.0843699999999999,-5.032926847304177,30.402,-73.93112182617188
0.08614,-4.908109952772927,30.294,-72.99247741699219
0.08083,-4.720915128554177,30.456,-72.01744079589844
0.0796499999999999,-5.012113859022927,30.288,-71.004638671875
0.0843699999999999,-4.648130704726052,30.078,-70.00694274902344
0.0825999999999999,-4.866514493788552,30.18,-69.08203125
0.0767,-4.783323575819802,30.15,-68.11042785644531
0.08319,-4.783323575819802,30.48,-67.13676452636719
0.08319,-4.710508634413552,30.48,-67.13676452636719
0.07847,-4.523313810194802,30.318,-66.15966796875
0.0825999999999999,-4.689726163710427,30.39,-65.18875122070312
0.07611,-4.564909269179177,30.246,-64.22538757324219
0.0802399999999999,-4.689726163710427,30.39,-63.25584411621095
0.0743399999999999,-4.523313810194802,30.27,-62.26844787597656
0.0825999999999999,-4.429716398085427,30.228,-61.30508422851562
0.0767,-4.450529386366677,30.462000000000003,-60.343780517578125
0.0755199999999999,-4.450529386366677,30.312,-59.35638427734374
0.0755199999999999,-4.180113126601052,30.312,-59.35638427734374
0.0796499999999999,-4.554533292616677,30.192,-58.4088134765625
0.07729,-4.377714444960427,30.186,-57.408370971679695
0.07906,-4.336118985976052,30.43200000000001,-56.44569396972656
0.07316,-4.190519620741677,30.21,-55.501556396484375
0.08083,-4.159330655897927,30.486,-54.53819274902344
0.07139,-4.096922208632302,30.258,-53.53431701660156
0.07493,-4.034513761366677,30.456,-52.5970458984375
0.07139,-3.992918302382302,30.216,-51.576690673828125
0.0755199999999999,-3.909727384413552,30.15,-50.60508728027344
0.07021,-3.909727384413552,30.288,-49.60945129394531
0.07021,-3.868131925429177,30.288,-49.60945129394531
0.07316,-3.701719571913552,30.234,-48.599395751953125
0.0708,-3.868131925429177,30.12,-47.6751708984375
0.07493,-3.691313077772927,30.354,-46.68228149414063
0.06667,-3.680937101210427,30.492,-45.68870544433594
0.0708,-3.587309171522927,30.06,-44.71435546875
0.06608,-3.597715665663552,30.336,-43.73794555664063
