m_t_2,jts2,v2,q2
-0.01464,0.337786225463327,0.0,0.0003433227539062
-0.0183,0.337786225463327,0.0,-0.0003433227539062
-0.01098,0.337786225463327,0.0,0.0006866455078125
0.00549,0.270647553588327,0.066,0.0010299682617187
0.05856,-0.535993071411673,0.378,0.0089263916015625
0.11712,-2.082379790161673,1.062,0.0284957885742187
0.12627,-4.5025458057866725,2.022,0.0772476196289062
0.13908,-4.5025458057866725,2.9160000000000004,0.15655517578125
0.13359,-4.1663641651616725,3.852,0.2808380126953125
0.12078,-2.082379790161673,4.758,0.4315567016601562
0.12078,-0.805036040161673,5.586,0.6018447875976562
0.1281,-0.535993071411673,6.534,0.7982254028320312
0.14274,-1.141217680786673,7.344,1.0251617431640625
0.1464,-2.418561430786673,8.526,1.2857437133789062
0.14457,-1.947858305786673,9.582,1.5755081176757812
0.14274,-1.342877837036673,10.566,1.9102478027343752
0.12627,-0.2671942432866729,11.448,2.276573181152344
0.11712,2.892473725463327,12.281999999999998,2.67242431640625
0.09333,4.976702241088328,13.398,3.1046676635742188
0.10614,3.699358491088327,14.327999999999998,3.5228347778320312
0.17019,3.699358491088327,15.12,4.013442993164063
0.17019,-0.4688543995366729,15.12,4.013442993164063
0.13359,1.144670991088327,16.26,4.5380401611328125
0.09699,7.060686616088328,17.628,5.078773498535156
0.04392,9.010393647338327,18.342,5.6744384765625
0.09333,9.481096772338327,19.008000000000003,6.271820068359375
0.09516,9.144915131713327,20.214,6.889457702636719
0.10797,6.791887787963328,21.096,7.552757263183594
0.09882,8.674212006713327,22.14,8.250045776367188
0.06039,12.707903412963327,23.334000000000003,9.007072448730469
0.02928,16.338274506713326,24.03,9.76032257080078
0.03477,17.884661225463326,25.23,10.55683135986328
0.04209,14.926653412963327,25.83,11.41204833984375
0.03843,17.750139741088326,27.168,12.248039245605469
0.03843,16.002337006713326,27.906,13.158531188964844
-0.02196,25.07802060046333,29.01,14.081039428710938
-0.00183,23.33021786608833,29.064,15.031700134277342
