timestamp,m_t_1,m_t_2,m_t_3,m_t_4,m_t_5,m_t_6,jts1,jts2,jts3,jts4,jts5,jts6,v1,v2,v3,v4,v5,v6,q1,q2,q3,q4,q5,q6
13:14:50.504473,0.01647,-0.00732,0.00107,-0.0,-0.01062,0.01475,0.6841409005110748,0.33778622546332704,-0.20834104428868971,7.101954526345097e-05,0.021485994492697946,-0.10868176719480171,-0.0,0.0,-0.03,-0.0,-0.0,-0.0,0.0006866455078125,-0.00240325927734375,-0.0020599365234375,0.0006866455078125,0.0006866455078125,-0.0
13:14:50.509362,0.00915,-0.00549,0.00214,0.0005899999999999999,-0.01062,0.01475,0.6841409005110748,0.27064755358832704,-0.20834104428868971,7.101954526345097e-05,0.021485994492697946,-0.11863049766355171,-0.0,0.005999999999999999,-0.0,0.005999999999999999,0.005999999999999999,-0.0,-0.00034332275390625,0.001373291015625,-0.0006866455078125,-0.0,-0.0,-0.001373291015625
13:14:50.514239,0.00915,-0.00549,0.00214,0.0005899999999999999,-0.01062,0.01475,0.6841409005110748,0.27064755358832704,-0.20834104428868971,7.101954526345097e-05,0.021485994492697946,-0.11863049766355171,-0.0,0.005999999999999999,-0.0,0.005999999999999999,0.005999999999999999,-0.0,-0.00034332275390625,0.001373291015625,-0.0006866455078125,-0.0,-0.0,-0.001373291015625
13:14:50.519279,0.00915,-0.00549,0.00214,0.0005899999999999999,-0.01062,0.01475,0.6841409005110748,0.27064755358832704,-0.20834104428868971,7.101954526345097e-05,0.021485994492697946,-0.11863049766355171,-0.0,0.005999999999999999,-0.0,0.005999999999999999,0.005999999999999999,-0.0,-0.00034332275390625,0.001373291015625,-0.0006866455078125,-0.0,-0.0,-0.001373291015625
13:14:50.524273,0.00915,-0.00549,0.00214,0.0005899999999999999,-0.01062,0.01475,0.6841409005110748,0.27064755358832704,-0.20834104428868971,7.101954526345097e-05,0.021485994492697946,-0.11863049766355171,-0.0,0.005999999999999999,-0.0,0.005999999999999999,0.005999999999999999,-0.0,-0.00034332275390625,0.001373291015625,-0.0006866455078125,-0.0,-0.0,-0.001373291015625
13:14:50.529194,0.00915,-0.00549,0.00214,0.0005899999999999999,-0.01062,0.01475,0.6841409005110748,0.27064755358832704,-0.20834104428868971,7.101954526345097e-05,0.021485994492697946,-0.11863049766355171,-0.0,0.005999999999999999,-0.0,0.005999999999999999,0.005999999999999999,-0.0,-0.00034332275390625,0.001373291015625,-0.0006866455078125,-0.0,-0.0,-0.001373291015625
13:14:50.534180,0.00915,-0.00549,0.00214,0.0005899999999999999,-0.01062,0.01475,0.6841409005110748,0.27064755358832704,-0.20834104428868971,7.101954526345097e-05,0.021485994492697946,-0.11863049766355171,-0.0,0.005999999999999999,-0.0,0.005999999999999999,0.005999999999999999,-0.0,-0.00034332275390625,0.001373291015625,-0.0006866455078125,-0.0,-0.0,-0.001373291015625
13:14:50.539230,0.01098,-0.00183,-0.0,-0.0,-0.01062,0.01416,0.6189553536360748,0.33778622546332704,-0.20834104428868971,7.101954526345097e-05,0.042268465195822946,-0.11863049766355171,-0.0,0.005999999999999999,0.084,-0.005999999999999999,-0.0,-0.011999999999999999,-0.00034332275390625,-0.00034332275390625,0.00274658203125,0.0006866455078125,0.001373291015625,0.001373291015625
13:14:50.544127,0.01098,-0.00183,-0.0,-0.0,-0.01062,0.01416,0.6189553536360748,0.33778622546332704,-0.20834104428868971,7.101954526345097e-05,0.042268465195822946,-0.11863049766355171,-0.0,0.005999999999999999,0.084,-0.005999999999999999,-0.0,-0.011999999999999999,-0.00034332275390625,-0.00034332275390625,0.00274658203125,0.0006866455078125,0.001373291015625,0.001373291015625
13:14:50.549069,0.01098,-0.00183,-0.0,-0.0,-0.01062,0.01416,0.6189553536360748,0.33778622546332704,-0.20834104428868971,7.101954526345097e-05,0.042268465195822946,-0.11863049766355171,-0.0,0.005999999999999999,0.084,-0.005999999999999999,-0.0,-0.011999999999999999,-0.00034332275390625,-0.00034332275390625,0.00274658203125,0.0006866455078125,0.001373291015625,0.001373291015625
