timestamp,m_t_2,jts2,v2,q2
13:22:35.964047,-0.01464,0.337786225463327,0.0,0.0003433227539062
13:22:35.969055,-0.01464,0.337786225463327,0.0,0.0003433227539062
13:22:35.974084,-0.01464,0.337786225463327,0.0,0.0003433227539062
13:22:35.979093,-0.01464,0.337786225463327,0.0,0.0003433227539062
13:22:35.984097,-0.01464,0.337786225463327,0.0,0.0003433227539062
13:22:35.989290,-0.0183,0.337786225463327,0.0,-0.0003433227539062
13:22:35.994216,-0.0183,0.337786225463327,0.0,-0.0003433227539062
13:22:35.999254,-0.0183,0.337786225463327,0.0,-0.0003433227539062
13:22:36.004111,-0.0183,0.337786225463327,0.0,-0.0003433227539062
13:22:36.009120,-0.0183,0.337786225463327,0.0,-0.0003433227539062
13:22:36.014049,-0.0183,0.337786225463327,0.0,-0.0003433227539062
13:22:36.019069,-0.0183,0.337786225463327,0.0,-0.0003433227539062
13:22:36.024513,-0.01098,0.337786225463327,0.0,0.0006866455078125
13:22:36.029379,-0.01098,0.337786225463327,0.0,0.0006866455078125
13:22:36.034130,-0.01098,0.337786225463327,0.0,0.0006866455078125
13:22:36.039384,-0.01098,0.337786225463327,0.0,0.0006866455078125
13:22:36.044296,-0.01098,0.337786225463327,0.0,0.0006866455078125
13:22:36.049394,-0.01098,0.337786225463327,0.0,0.0006866455078125
13:22:36.055649,0.00549,0.270647553588327,0.066,0.0010299682617187
13:22:36.059061,0.00549,0.270647553588327,0.066,0.0010299682617187
13:22:36.064045,0.00549,0.270647553588327,0.066,0.0010299682617187
13:22:36.069090,0.00549,0.270647553588327,0.066,0.0010299682617187
13:22:36.074127,0.00549,0.270647553588327,0.066,0.0010299682617187
13:22:36.079069,0.00549,0.270647553588327,0.066,0.0010299682617187
13:22:36.084072,0.00549,0.270647553588327,0.066,0.0010299682617187
13:22:36.089063,0.05856,-0.535993071411673,0.378,0.0089263916015625
13:22:36.094055,0.05856,-0.535993071411673,0.378,0.0089263916015625
13:22:36.099043,0.05856,-0.535993071411673,0.378,0.0089263916015625
13:22:36.104102,0.05856,-0.535993071411673,0.378,0.0089263916015625
13:22:36.109087,0.05856,-0.535993071411673,0.378,0.0089263916015625
